Question,Best Answer Span
'Er eiendommen solgt gjennom fullmakt?',"Alder, type og synlig tilstand, kan det være grunnlag for mangelskrav. det samme gjelder hvis det er holdt tilbake eller gitt uriktige opplysninger om eiendommen. dette gjelder likevel bare dersom man kan gå ut ifra at det virket inn trondheimsveien 73 18 informasjon på avtalen at opplysningen ikke ble gitt eller at uriktige opplysninger ikke blir rettet i tide på en tydelig måte. boligen kan ha en mangel etter avhendingsloven § 3 - 3 dersom det er avvik mellom opplyst og faktisk innvendig areal, forutsatt at avviket er på 2 % eller mer og minimum 1 kvm. ved beregning av et eventuelt prisavslag eller erstatning må kjøper selv dekke tapkostnader opptil et beløp på kr 10 000 ( egenandel ). ikke - forbruker ( næringsdrivende ) – definisjon hvis kjøper er en juridisk person, eller en fysisk person som hovedsakelig handler som ledd i næringsvirksomhet, vil kjøpet ikke anses som et forbrukerkjøp. ikke - forbruker – avtalevilkår eiendommen har en mangel dersom den ikke er i samsvar med kravene som følger av avtalen. eiendommen selges « som den er [unk], og selgers ansvar utover det konkret avtalte er da begrenset etter avhendingsloven § 3 - 9, første ledd andre setning. avhendingsloven § 3 - 3 andre ledd fravikes, og hvorvidt boligens arealsvikt utgjør en mangel vurderes etter avhendingsloven § 3 - 8. informasjon om kjøpers undersøkelsesplikt, herunder oppfordringen om å undersøke eiendommen nøye, gjelder også for kjøpere som ikke anses som forbrukere. bestemmelser tiltak mot hvitvasking kjøpers innbetaling i henhold til lov om hvitvasking og terrorfinansiering har megler plikt til å gjennomføre kontrolltiltak ovenfor kunder. dette innebærer å bekrefte kunders identitet på bakgrunn av fremvist gyldig legitimasjon. videre innebærer det å få bekreftet identiteten til eventuelle reelle rettighetshavere, og å innhente opplysninger om kundeforholdets formål og tilsiktede art. dersom slike kundetiltak ikke kan gjennomføres kan megler ikke etablere kundeforholdet eller utføre transaksjonen. kjøper oppfordres til å innbetale kjøpesummen som ikke kommer fra låneinstitusjon, i en samlet innbetaling fra egen konto i norsk bank. dersom megler får mistanke om brudd på hvitvaskingsreglementet i forbindelse med en eiendomshandel, og han ikke klarer å få avkreftet denne mistanke, har han plikt til å rapportere dette til økokrim. melding sendes økokrim uten at partene varsles. megler kan i enkelte tilfeller også ha plikt til å stanse gjennomføring."
'Er det salg gjennom en autorisasjon?',"Salgsoppgave, tilstandsrapport og selgers egenerklæring. kjøper anses kjent med forhold som er tydelig beskrevet i salgsdokumentene, og slike forhold kan ikke påberopes som mangler. dette gjelder uavhengig av om kjøper har lest dokumentene. alle interessenter oppfordres til å undersøke eiendommen nøye, gjerne sammen med fagkyndig før bud inngis. kjøper som velger å kjøpe usett kan ikke gjøre gjeldende som mangel noe han burde blitt kjent med ved undersøkelsen. dersom det er behov for avklaringer, anbefaler vi at interessenter rådfører seg med eiendomsmegler eller egne rådgivere før det legges inn bud. en bolig som har blitt brukt i en viss tid, har vanligvis blitt utsatt for slitasje og skader kan ha oppstått. slik bruksslitasje må kjøper regne med, og det kan avdekkes enkelte forhold etter overtakelse som nødvendiggjør utbedringer. normal slitasje og skader som nødvendiggjør utbedring, er innenfor hva kjøper må forvente og vil ikke utgjøre en mangel. kjøper og selgers rettigheter og plikter reguleres av avtalen mellom partene, samt informasjonen som har vært tilgjengelig for kjøperen i forbindelse med handelen. avtalen utfylles av avhendingsloven, og det gjelder ulike avtalevilkår avhengig av om kjøper er forbrukerkjøper eller ikke. dette er nærmere beskrevet nedenfor. på grunn av ulike avtalevilkår kan selger vurdere bud fra en som ikke er forbruker, ulikt fra en forbrukers bud. dersom kjøper ikke er forbruker, er selger sitt mulige mangelsansvar begrenset fordi eiendommen selges som den er. selger kan ikke ta « som den er [unk] forbehold ovenfor en forbrukerkjøper. selv et lavere bud fra en som ikke er forbruker kan foretrekkes fordi begrensningen i mulig mangelsansvar kan ha egenverdi for selger. selger står fritt til å forkaste eller akseptere ethvert bud, og er for eksempel ikke forpliktet til å akseptere høyeste bud. budgiver skal i budskjema avgi egenerklæring om budgiver er forbruker eller næringsdrivende person som hovedsakelig handler som ledd i næringsvirksomhet. budgivere får informasjon dersom andre bud er inngitt av en som ikke er forbruker. forbrukerkjøp - definisjon med forbrukerkjøp menes kjøp av eiendom når kjøperen er en fysisk person som ikke hovedsakelig handler som ledd i næringsvirksomhet. forbruker – avtalevilkår eiendommen har en mangel dersom den ikke er i samsvar med kravene som følger av avtalen, eller det foreligger brudd på bestemmelsene i avhendingsloven § § 3 - 2 til 3 - 8. hvis eiendommen ikke er i samsvar med det kjøperen må kunne forvente ut ifra."
'Har du kjennskap til eiendommen?',"Alder, type og synlig tilstand, kan det være grunnlag for mangelskrav. det samme gjelder hvis det er holdt tilbake eller gitt uriktige opplysninger om eiendommen. dette gjelder likevel bare dersom man kan gå ut ifra at det virket inn trondheimsveien 73 18 informasjon på avtalen at opplysningen ikke ble gitt eller at uriktige opplysninger ikke blir rettet i tide på en tydelig måte. boligen kan ha en mangel etter avhendingsloven § 3 - 3 dersom det er avvik mellom opplyst og faktisk innvendig areal, forutsatt at avviket er på 2 % eller mer og minimum 1 kvm. ved beregning av et eventuelt prisavslag eller erstatning må kjøper selv dekke tapkostnader opptil et beløp på kr 10 000 ( egenandel ). ikke - forbruker ( næringsdrivende ) – definisjon hvis kjøper er en juridisk person, eller en fysisk person som hovedsakelig handler som ledd i næringsvirksomhet, vil kjøpet ikke anses som et forbrukerkjøp. ikke - forbruker – avtalevilkår eiendommen har en mangel dersom den ikke er i samsvar med kravene som følger av avtalen. eiendommen selges « som den er [unk], og selgers ansvar utover det konkret avtalte er da begrenset etter avhendingsloven § 3 - 9, første ledd andre setning. avhendingsloven § 3 - 3 andre ledd fravikes, og hvorvidt boligens arealsvikt utgjør en mangel vurderes etter avhendingsloven § 3 - 8. informasjon om kjøpers undersøkelsesplikt, herunder oppfordringen om å undersøke eiendommen nøye, gjelder også for kjøpere som ikke anses som forbrukere. bestemmelser tiltak mot hvitvasking kjøpers innbetaling i henhold til lov om hvitvasking og terrorfinansiering har megler plikt til å gjennomføre kontrolltiltak ovenfor kunder. dette innebærer å bekrefte kunders identitet på bakgrunn av fremvist gyldig legitimasjon. videre innebærer det å få bekreftet identiteten til eventuelle reelle rettighetshavere, og å innhente opplysninger om kundeforholdets formål og tilsiktede art. dersom slike kundetiltak ikke kan gjennomføres kan megler ikke etablere kundeforholdet eller utføre transaksjonen. kjøper oppfordres til å innbetale kjøpesummen som ikke kommer fra låneinstitusjon, i en samlet innbetaling fra egen konto i norsk bank. dersom megler får mistanke om brudd på hvitvaskingsreglementet i forbindelse med en eiendomshandel, og han ikke klarer å få avkreftet denne mistanke, har han plikt til å rapportere dette til økokrim. melding sendes økokrim uten at partene varsles. megler kan i enkelte tilfeller også ha plikt til å stanse gjennomføring."
'Har du noen kjennskap til denne eiendommen?',"##beiendom. no tlf 416 13 664 ali aftab inayat daglig leder eiendomsmegler ali. inayat @ dnbeiendom. no tlf 974 19 049 ansvarlig megler ali aftab inayat daglig leder eiendomsmegler ali. inayat @ dnbeiendom. no tlf 974 19 049 avdeling dnb eiendom as, avd. oslo økern portal, lørenfaret 1c, inngang c, 5. etg 0585 oslo tlf 974 29 000 org. nr. 910 968 955 salgsoppgavedato 30. 04. 2024 visning som annonsert eller ta kontakt med megler sandra bjerkemo kristiansen på mob 416 13 664 for avtale om visning."
'Kjenner du til denne eiendommen?',"##beiendom. no tlf 416 13 664 ali aftab inayat daglig leder eiendomsmegler ali. inayat @ dnbeiendom. no tlf 974 19 049 ansvarlig megler ali aftab inayat daglig leder eiendomsmegler ali. inayat @ dnbeiendom. no tlf 974 19 049 avdeling dnb eiendom as, avd. oslo økern portal, lørenfaret 1c, inngang c, 5. etg 0585 oslo tlf 974 29 000 org. nr. 910 968 955 salgsoppgavedato 30. 04. 2024 visning som annonsert eller ta kontakt med megler sandra bjerkemo kristiansen på mob 416 13 664 for avtale om visning."
'Har du informasjon om eiendommen?',"##beiendom. no tlf 416 13 664 ali aftab inayat daglig leder eiendomsmegler ali. inayat @ dnbeiendom. no tlf 974 19 049 ansvarlig megler ali aftab inayat daglig leder eiendomsmegler ali. inayat @ dnbeiendom. no tlf 974 19 049 avdeling dnb eiendom as, avd. oslo økern portal, lørenfaret 1c, inngang c, 5. etg 0585 oslo tlf 974 29 000 org. nr. 910 968 955 salgsoppgavedato 30. 04. 2024 visning som annonsert eller ta kontakt med megler sandra bjerkemo kristiansen på mob 416 13 664 for avtale om visning."
'Har du bodd i boligen siste 12 måneder?',"Salgsoppgave, tilstandsrapport og selgers egenerklæring. kjøper anses kjent med forhold som er tydelig beskrevet i salgsdokumentene, og slike forhold kan ikke påberopes som mangler. dette gjelder uavhengig av om kjøper har lest dokumentene. alle interessenter oppfordres til å undersøke eiendommen nøye, gjerne sammen med fagkyndig før bud inngis. kjøper som velger å kjøpe usett kan ikke gjøre gjeldende som mangel noe han burde blitt kjent med ved undersøkelsen. dersom det er behov for avklaringer, anbefaler vi at interessenter rådfører seg med eiendomsmegler eller egne rådgivere før det legges inn bud. en bolig som har blitt brukt i en viss tid, har vanligvis blitt utsatt for slitasje og skader kan ha oppstått. slik bruksslitasje må kjøper regne med, og det kan avdekkes enkelte forhold etter overtakelse som nødvendiggjør utbedringer. normal slitasje og skader som nødvendiggjør utbedring, er innenfor hva kjøper må forvente og vil ikke utgjøre en mangel. kjøper og selgers rettigheter og plikter reguleres av avtalen mellom partene, samt informasjonen som har vært tilgjengelig for kjøperen i forbindelse med handelen. avtalen utfylles av avhendingsloven, og det gjelder ulike avtalevilkår avhengig av om kjøper er forbrukerkjøper eller ikke. dette er nærmere beskrevet nedenfor. på grunn av ulike avtalevilkår kan selger vurdere bud fra en som ikke er forbruker, ulikt fra en forbrukers bud. dersom kjøper ikke er forbruker, er selger sitt mulige mangelsansvar begrenset fordi eiendommen selges som den er. selger kan ikke ta « som den er [unk] forbehold ovenfor en forbrukerkjøper. selv et lavere bud fra en som ikke er forbruker kan foretrekkes fordi begrensningen i mulig mangelsansvar kan ha egenverdi for selger. selger står fritt til å forkaste eller akseptere ethvert bud, og er for eksempel ikke forpliktet til å akseptere høyeste bud. budgiver skal i budskjema avgi egenerklæring om budgiver er forbruker eller næringsdrivende person som hovedsakelig handler som ledd i næringsvirksomhet. budgivere får informasjon dersom andre bud er inngitt av en som ikke er forbruker. forbrukerkjøp - definisjon med forbrukerkjøp menes kjøp av eiendom når kjøperen er en fysisk person som ikke hovedsakelig handler som ledd i næringsvirksomhet. forbruker – avtalevilkår eiendommen har en mangel dersom den ikke er i samsvar med kravene som følger av avtalen, eller det foreligger brudd på bestemmelsene i avhendingsloven § § 3 - 2 til 3 - 8. hvis eiendommen ikke er i samsvar med det kjøperen må kunne forvente ut ifra."
'Har du bodd i denne boligen de siste 12 månedene?',"Alder, type og synlig tilstand, kan det være grunnlag for mangelskrav. det samme gjelder hvis det er holdt tilbake eller gitt uriktige opplysninger om eiendommen. dette gjelder likevel bare dersom man kan gå ut ifra at det virket inn trondheimsveien 73 18 informasjon på avtalen at opplysningen ikke ble gitt eller at uriktige opplysninger ikke blir rettet i tide på en tydelig måte. boligen kan ha en mangel etter avhendingsloven § 3 - 3 dersom det er avvik mellom opplyst og faktisk innvendig areal, forutsatt at avviket er på 2 % eller mer og minimum 1 kvm. ved beregning av et eventuelt prisavslag eller erstatning må kjøper selv dekke tapkostnader opptil et beløp på kr 10 000 ( egenandel ). ikke - forbruker ( næringsdrivende ) – definisjon hvis kjøper er en juridisk person, eller en fysisk person som hovedsakelig handler som ledd i næringsvirksomhet, vil kjøpet ikke anses som et forbrukerkjøp. ikke - forbruker – avtalevilkår eiendommen har en mangel dersom den ikke er i samsvar med kravene som følger av avtalen. eiendommen selges « som den er [unk], og selgers ansvar utover det konkret avtalte er da begrenset etter avhendingsloven § 3 - 9, første ledd andre setning. avhendingsloven § 3 - 3 andre ledd fravikes, og hvorvidt boligens arealsvikt utgjør en mangel vurderes etter avhendingsloven § 3 - 8. informasjon om kjøpers undersøkelsesplikt, herunder oppfordringen om å undersøke eiendommen nøye, gjelder også for kjøpere som ikke anses som forbrukere. bestemmelser tiltak mot hvitvasking kjøpers innbetaling i henhold til lov om hvitvasking og terrorfinansiering har megler plikt til å gjennomføre kontrolltiltak ovenfor kunder. dette innebærer å bekrefte kunders identitet på bakgrunn av fremvist gyldig legitimasjon. videre innebærer det å få bekreftet identiteten til eventuelle reelle rettighetshavere, og å innhente opplysninger om kundeforholdets formål og tilsiktede art. dersom slike kundetiltak ikke kan gjennomføres kan megler ikke etablere kundeforholdet eller utføre transaksjonen. kjøper oppfordres til å innbetale kjøpesummen som ikke kommer fra låneinstitusjon, i en samlet innbetaling fra egen konto i norsk bank. dersom megler får mistanke om brudd på hvitvaskingsreglementet i forbindelse med en eiendomshandel, og han ikke klarer å få avkreftet denne mistanke, har han plikt til å rapportere dette til økokrim. melding sendes økokrim uten at partene varsles. megler kan i enkelte tilfeller også ha plikt til å stanse gjennomføring."
'Har du oppholdt deg i boligen det siste året?',"Alder, type og synlig tilstand, kan det være grunnlag for mangelskrav. det samme gjelder hvis det er holdt tilbake eller gitt uriktige opplysninger om eiendommen. dette gjelder likevel bare dersom man kan gå ut ifra at det virket inn trondheimsveien 73 18 informasjon på avtalen at opplysningen ikke ble gitt eller at uriktige opplysninger ikke blir rettet i tide på en tydelig måte. boligen kan ha en mangel etter avhendingsloven § 3 - 3 dersom det er avvik mellom opplyst og faktisk innvendig areal, forutsatt at avviket er på 2 % eller mer og minimum 1 kvm. ved beregning av et eventuelt prisavslag eller erstatning må kjøper selv dekke tapkostnader opptil et beløp på kr 10 000 ( egenandel ). ikke - forbruker ( næringsdrivende ) – definisjon hvis kjøper er en juridisk person, eller en fysisk person som hovedsakelig handler som ledd i næringsvirksomhet, vil kjøpet ikke anses som et forbrukerkjøp. ikke - forbruker – avtalevilkår eiendommen har en mangel dersom den ikke er i samsvar med kravene som følger av avtalen. eiendommen selges « som den er [unk], og selgers ansvar utover det konkret avtalte er da begrenset etter avhendingsloven § 3 - 9, første ledd andre setning. avhendingsloven § 3 - 3 andre ledd fravikes, og hvorvidt boligens arealsvikt utgjør en mangel vurderes etter avhendingsloven § 3 - 8. informasjon om kjøpers undersøkelsesplikt, herunder oppfordringen om å undersøke eiendommen nøye, gjelder også for kjøpere som ikke anses som forbrukere. bestemmelser tiltak mot hvitvasking kjøpers innbetaling i henhold til lov om hvitvasking og terrorfinansiering har megler plikt til å gjennomføre kontrolltiltak ovenfor kunder. dette innebærer å bekrefte kunders identitet på bakgrunn av fremvist gyldig legitimasjon. videre innebærer det å få bekreftet identiteten til eventuelle reelle rettighetshavere, og å innhente opplysninger om kundeforholdets formål og tilsiktede art. dersom slike kundetiltak ikke kan gjennomføres kan megler ikke etablere kundeforholdet eller utføre transaksjonen. kjøper oppfordres til å innbetale kjøpesummen som ikke kommer fra låneinstitusjon, i en samlet innbetaling fra egen konto i norsk bank. dersom megler får mistanke om brudd på hvitvaskingsreglementet i forbindelse med en eiendomshandel, og han ikke klarer å få avkreftet denne mistanke, har han plikt til å rapportere dette til økokrim. melding sendes økokrim uten at partene varsles. megler kan i enkelte tilfeller også ha plikt til å stanse gjennomføring."
'Bodde du i boligen de siste 12 månedene?',"Alder, type og synlig tilstand, kan det være grunnlag for mangelskrav. det samme gjelder hvis det er holdt tilbake eller gitt uriktige opplysninger om eiendommen. dette gjelder likevel bare dersom man kan gå ut ifra at det virket inn trondheimsveien 73 18 informasjon på avtalen at opplysningen ikke ble gitt eller at uriktige opplysninger ikke blir rettet i tide på en tydelig måte. boligen kan ha en mangel etter avhendingsloven § 3 - 3 dersom det er avvik mellom opplyst og faktisk innvendig areal, forutsatt at avviket er på 2 % eller mer og minimum 1 kvm. ved beregning av et eventuelt prisavslag eller erstatning må kjøper selv dekke tapkostnader opptil et beløp på kr 10 000 ( egenandel ). ikke - forbruker ( næringsdrivende ) – definisjon hvis kjøper er en juridisk person, eller en fysisk person som hovedsakelig handler som ledd i næringsvirksomhet, vil kjøpet ikke anses som et forbrukerkjøp. ikke - forbruker – avtalevilkår eiendommen har en mangel dersom den ikke er i samsvar med kravene som følger av avtalen. eiendommen selges « som den er [unk], og selgers ansvar utover det konkret avtalte er da begrenset etter avhendingsloven § 3 - 9, første ledd andre setning. avhendingsloven § 3 - 3 andre ledd fravikes, og hvorvidt boligens arealsvikt utgjør en mangel vurderes etter avhendingsloven § 3 - 8. informasjon om kjøpers undersøkelsesplikt, herunder oppfordringen om å undersøke eiendommen nøye, gjelder også for kjøpere som ikke anses som forbrukere. bestemmelser tiltak mot hvitvasking kjøpers innbetaling i henhold til lov om hvitvasking og terrorfinansiering har megler plikt til å gjennomføre kontrolltiltak ovenfor kunder. dette innebærer å bekrefte kunders identitet på bakgrunn av fremvist gyldig legitimasjon. videre innebærer det å få bekreftet identiteten til eventuelle reelle rettighetshavere, og å innhente opplysninger om kundeforholdets formål og tilsiktede art. dersom slike kundetiltak ikke kan gjennomføres kan megler ikke etablere kundeforholdet eller utføre transaksjonen. kjøper oppfordres til å innbetale kjøpesummen som ikke kommer fra låneinstitusjon, i en samlet innbetaling fra egen konto i norsk bank. dersom megler får mistanke om brudd på hvitvaskingsreglementet i forbindelse med en eiendomshandel, og han ikke klarer å få avkreftet denne mistanke, har han plikt til å rapportere dette til økokrim. melding sendes økokrim uten at partene varsles. megler kan i enkelte tilfeller også ha plikt til å stanse gjennomføring."
'Har du vært i denne boligen i løpet av det siste året?',"##beiendom. no tlf 416 13 664 ali aftab inayat daglig leder eiendomsmegler ali. inayat @ dnbeiendom. no tlf 974 19 049 ansvarlig megler ali aftab inayat daglig leder eiendomsmegler ali. inayat @ dnbeiendom. no tlf 974 19 049 avdeling dnb eiendom as, avd. oslo økern portal, lørenfaret 1c, inngang c, 5. etg 0585 oslo tlf 974 29 000 org. nr. 910 968 955 salgsoppgavedato 30. 04. 2024 visning som annonsert eller ta kontakt med megler sandra bjerkemo kristiansen på mob 416 13 664 for avtale om visning."
'Har du bodd i denne boligen det siste året?',"Alder, type og synlig tilstand, kan det være grunnlag for mangelskrav. det samme gjelder hvis det er holdt tilbake eller gitt uriktige opplysninger om eiendommen. dette gjelder likevel bare dersom man kan gå ut ifra at det virket inn trondheimsveien 73 18 informasjon på avtalen at opplysningen ikke ble gitt eller at uriktige opplysninger ikke blir rettet i tide på en tydelig måte. boligen kan ha en mangel etter avhendingsloven § 3 - 3 dersom det er avvik mellom opplyst og faktisk innvendig areal, forutsatt at avviket er på 2 % eller mer og minimum 1 kvm. ved beregning av et eventuelt prisavslag eller erstatning må kjøper selv dekke tapkostnader opptil et beløp på kr 10 000 ( egenandel ). ikke - forbruker ( næringsdrivende ) – definisjon hvis kjøper er en juridisk person, eller en fysisk person som hovedsakelig handler som ledd i næringsvirksomhet, vil kjøpet ikke anses som et forbrukerkjøp. ikke - forbruker – avtalevilkår eiendommen har en mangel dersom den ikke er i samsvar med kravene som følger av avtalen. eiendommen selges « som den er [unk], og selgers ansvar utover det konkret avtalte er da begrenset etter avhendingsloven § 3 - 9, første ledd andre setning. avhendingsloven § 3 - 3 andre ledd fravikes, og hvorvidt boligens arealsvikt utgjør en mangel vurderes etter avhendingsloven § 3 - 8. informasjon om kjøpers undersøkelsesplikt, herunder oppfordringen om å undersøke eiendommen nøye, gjelder også for kjøpere som ikke anses som forbrukere. bestemmelser tiltak mot hvitvasking kjøpers innbetaling i henhold til lov om hvitvasking og terrorfinansiering har megler plikt til å gjennomføre kontrolltiltak ovenfor kunder. dette innebærer å bekrefte kunders identitet på bakgrunn av fremvist gyldig legitimasjon. videre innebærer det å få bekreftet identiteten til eventuelle reelle rettighetshavere, og å innhente opplysninger om kundeforholdets formål og tilsiktede art. dersom slike kundetiltak ikke kan gjennomføres kan megler ikke etablere kundeforholdet eller utføre transaksjonen. kjøper oppfordres til å innbetale kjøpesummen som ikke kommer fra låneinstitusjon, i en samlet innbetaling fra egen konto i norsk bank. dersom megler får mistanke om brudd på hvitvaskingsreglementet i forbindelse med en eiendomshandel, og han ikke klarer å få avkreftet denne mistanke, har han plikt til å rapportere dette til økokrim. melding sendes økokrim uten at partene varsles. megler kan i enkelte tilfeller også ha plikt til å stanse gjennomføring."
'Kjenner du til om det er/har vært feil tilknyttet våtrommene,"Salgsoppgave, tilstandsrapport og selgers egenerklæring. kjøper anses kjent med forhold som er tydelig beskrevet i salgsdokumentene, og slike forhold kan ikke påberopes som mangler. dette gjelder uavhengig av om kjøper har lest dokumentene. alle interessenter oppfordres til å undersøke eiendommen nøye, gjerne sammen med fagkyndig før bud inngis. kjøper som velger å kjøpe usett kan ikke gjøre gjeldende som mangel noe han burde blitt kjent med ved undersøkelsen. dersom det er behov for avklaringer, anbefaler vi at interessenter rådfører seg med eiendomsmegler eller egne rådgivere før det legges inn bud. en bolig som har blitt brukt i en viss tid, har vanligvis blitt utsatt for slitasje og skader kan ha oppstått. slik bruksslitasje må kjøper regne med, og det kan avdekkes enkelte forhold etter overtakelse som nødvendiggjør utbedringer. normal slitasje og skader som nødvendiggjør utbedring, er innenfor hva kjøper må forvente og vil ikke utgjøre en mangel. kjøper og selgers rettigheter og plikter reguleres av avtalen mellom partene, samt informasjonen som har vært tilgjengelig for kjøperen i forbindelse med handelen. avtalen utfylles av avhendingsloven, og det gjelder ulike avtalevilkår avhengig av om kjøper er forbrukerkjøper eller ikke. dette er nærmere beskrevet nedenfor. på grunn av ulike avtalevilkår kan selger vurdere bud fra en som ikke er forbruker, ulikt fra en forbrukers bud. dersom kjøper ikke er forbruker, er selger sitt mulige mangelsansvar begrenset fordi eiendommen selges som den er. selger kan ikke ta « som den er [unk] forbehold ovenfor en forbrukerkjøper. selv et lavere bud fra en som ikke er forbruker kan foretrekkes fordi begrensningen i mulig mangelsansvar kan ha egenverdi for selger. selger står fritt til å forkaste eller akseptere ethvert bud, og er for eksempel ikke forpliktet til å akseptere høyeste bud. budgiver skal i budskjema avgi egenerklæring om budgiver er forbruker eller næringsdrivende person som hovedsakelig handler som ledd i næringsvirksomhet. budgivere får informasjon dersom andre bud er inngitt av en som ikke er forbruker. forbrukerkjøp - definisjon med forbrukerkjøp menes kjøp av eiendom når kjøperen er en fysisk person som ikke hovedsakelig handler som ledd i næringsvirksomhet. forbruker – avtalevilkår eiendommen har en mangel dersom den ikke er i samsvar med kravene som følger av avtalen, eller det foreligger brudd på bestemmelsene i avhendingsloven § § 3 - 2 til 3 - 8. hvis eiendommen ikke er i samsvar med det kjøperen må kunne forvente ut ifra."
'Vet du om det har vært problemer med våtrommene,"Salgsoppgave, tilstandsrapport og selgers egenerklæring. kjøper anses kjent med forhold som er tydelig beskrevet i salgsdokumentene, og slike forhold kan ikke påberopes som mangler. dette gjelder uavhengig av om kjøper har lest dokumentene. alle interessenter oppfordres til å undersøke eiendommen nøye, gjerne sammen med fagkyndig før bud inngis. kjøper som velger å kjøpe usett kan ikke gjøre gjeldende som mangel noe han burde blitt kjent med ved undersøkelsen. dersom det er behov for avklaringer, anbefaler vi at interessenter rådfører seg med eiendomsmegler eller egne rådgivere før det legges inn bud. en bolig som har blitt brukt i en viss tid, har vanligvis blitt utsatt for slitasje og skader kan ha oppstått. slik bruksslitasje må kjøper regne med, og det kan avdekkes enkelte forhold etter overtakelse som nødvendiggjør utbedringer. normal slitasje og skader som nødvendiggjør utbedring, er innenfor hva kjøper må forvente og vil ikke utgjøre en mangel. kjøper og selgers rettigheter og plikter reguleres av avtalen mellom partene, samt informasjonen som har vært tilgjengelig for kjøperen i forbindelse med handelen. avtalen utfylles av avhendingsloven, og det gjelder ulike avtalevilkår avhengig av om kjøper er forbrukerkjøper eller ikke. dette er nærmere beskrevet nedenfor. på grunn av ulike avtalevilkår kan selger vurdere bud fra en som ikke er forbruker, ulikt fra en forbrukers bud. dersom kjøper ikke er forbruker, er selger sitt mulige mangelsansvar begrenset fordi eiendommen selges som den er. selger kan ikke ta « som den er [unk] forbehold ovenfor en forbrukerkjøper. selv et lavere bud fra en som ikke er forbruker kan foretrekkes fordi begrensningen i mulig mangelsansvar kan ha egenverdi for selger. selger står fritt til å forkaste eller akseptere ethvert bud, og er for eksempel ikke forpliktet til å akseptere høyeste bud. budgiver skal i budskjema avgi egenerklæring om budgiver er forbruker eller næringsdrivende person som hovedsakelig handler som ledd i næringsvirksomhet. budgivere får informasjon dersom andre bud er inngitt av en som ikke er forbruker. forbrukerkjøp - definisjon med forbrukerkjøp menes kjøp av eiendom når kjøperen er en fysisk person som ikke hovedsakelig handler som ledd i næringsvirksomhet. forbruker – avtalevilkår eiendommen har en mangel dersom den ikke er i samsvar med kravene som følger av avtalen, eller det foreligger brudd på bestemmelsene i avhendingsloven § § 3 - 2 til 3 - 8. hvis eiendommen ikke er i samsvar med det kjøperen må kunne forvente ut ifra."
